c,p,o,oLabel
http://www.wikidata.org/entity/Q24073725,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24083294,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24083312,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24083312,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24131920,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q1964689,fictional city
http://www.wikidata.org/entity/Q24175349,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24175349,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311272,frost giant
http://www.wikidata.org/entity/Q24175951,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24175951,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24176023,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24176023,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q28020127,fictional humanoid
http://www.wikidata.org/entity/Q24176049,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24176049,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311261,Asgardian
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q3052324,Hydra
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q1152040,healing factor
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q4386945,superhuman strength
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q23012785,superhuman speed
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P2563,http://www.wikidata.org/entity/Q47089006,superhuman durability
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q24200251,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24206844,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q24206844,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q66311272,frost giant
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q24207018,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23767790,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23767790,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23767804,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23767804,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23767828,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23767828,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23832138,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23832138,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23832138,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q48282,student
http://www.wikidata.org/entity/Q23832138,http://www.wikidata.org/prop/direct/P5800,http://www.wikidata.org/entity/Q27623618,minor character
http://www.wikidata.org/entity/Q23894605,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23894605,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23894605,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q23991129,Peter Parker
http://www.wikidata.org/entity/Q23894608,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23894608,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q23900446,Howard Stark
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q24040935,Maria Stark
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q23895000,Pepper Potts
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q6911845,Morgan Stark
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q901,scientist
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q43845,businessperson
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q81096,engineer
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q188784,superhero
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P108,http://www.wikidata.org/entity/Q2601147,Stark Industries
http://www.wikidata.org/entity/Q23894967,http://www.wikidata.org/prop/direct/P7047,http://www.wikidata.org/entity/Q112135896,Ten Rings
http://www.wikidata.org/entity/Q23895000,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q23894967,Tony Stark
http://www.wikidata.org/entity/Q23895000,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q6911845,Morgan Stark
http://www.wikidata.org/entity/Q23895000,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23895000,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23895040,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q23895040,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23895040,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q65935848,Alexei Shostakov
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q188784,superhero
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q9352089,spy
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q23835475,assistant
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q80919,KGB
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q322646,Avengers
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q911971,S.H.I.E.L.D.
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q2601147,Stark Industries
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q18975746,Red Room
http://www.wikidata.org/entity/Q23895063,http://www.wikidata.org/prop/direct/P3373,http://www.wikidata.org/entity/Q107506977,Yelena Belova
http://www.wikidata.org/entity/Q23895076,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23895076,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23900364,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24068391,Anton Vanko
http://www.wikidata.org/entity/Q23900364,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q23900364,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23900364,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23900364,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q169470,physicist
http://www.wikidata.org/entity/Q23900377,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q23900377,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23900377,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q23900377,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23900377,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q37230,Central Intelligence Agency
http://www.wikidata.org/entity/Q23900377,http://www.wikidata.org/prop/direct/P463,http://www.wikidata.org/entity/Q911971,S.H.I.E.L.D.
http://www.wikidata.org/entity/Q23900407,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23900407,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23900407,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q1930187,journalist
http://www.wikidata.org/entity/Q23900437,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q23900437,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23900437,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P26,http://www.wikidata.org/entity/Q24040935,Maria Stark
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P40,http://www.wikidata.org/entity/Q23894967,Tony Stark
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q43845,businessperson
http://www.wikidata.org/entity/Q23900446,http://www.wikidata.org/prop/direct/P106,http://www.wikidata.org/entity/Q205375,inventor
http://www.wikidata.org/entity/Q23900470,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23900470,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23991129,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q23991129,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23991129,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23991129,http://www.wikidata.org/prop/direct/P451,http://www.wikidata.org/entity/Q23894605,Michelle Jones
http://www.wikidata.org/entity/Q23991271,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23991271,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23991694,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q30,United States
http://www.wikidata.org/entity/Q23991694,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15632617,fictional human
http://www.wikidata.org/entity/Q23991694,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773317,television character
http://www.wikidata.org/entity/Q23991694,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q15773347,film character
http://www.wikidata.org/entity/Q23991694,http://www.wikidata.org/prop/direct/P31,http://www.wikidata.org/entity/Q22074477,cyborg in a work of fiction
http://www.wikidata.org/entity/Q24004885,http://www.wikidata.org/prop/direct/P22,http://www.wikidata.org/entity/Q24004905,T'Chaka
http://www.wikidata.org/entity/Q24004885,http://www.wikidata.org/prop/direct/P25,http://www.wikidata.org/entity/Q27902081,Ramonda
http://www.wikidata.org/entity/Q24004885,http://www.wikidata.org/prop/direct/P27,http://www.wikidata.org/entity/Q26760958,Wakanda
