c,cLabel,genderLabel
http://www.wikidata.org/entity/Q122446120,Aneka's Residence,
http://www.wikidata.org/entity/Q122446140,Antoine Grier's Apartment,
http://www.wikidata.org/entity/Q122446158,Anton Mogart's Estate,
http://www.wikidata.org/entity/Q122446178,Anvil Headquarters,
http://www.wikidata.org/entity/Q122446267,Anvil Studios,
http://www.wikidata.org/entity/Q122446289,Anvil Training Facility,
http://www.wikidata.org/entity/Q122446305,Anwar Grocery,
http://www.wikidata.org/entity/Q122446467,Anzhou,
http://www.wikidata.org/entity/Q122446502,Apartment 412,
http://www.wikidata.org/entity/Q122446516,Apartment 6F,
http://www.wikidata.org/entity/Q122446534,Arago-7,
http://www.wikidata.org/entity/Q122446556,Arbus Storage,
http://www.wikidata.org/entity/Q122446567,Arctic HYDRA Research Facility,
http://www.wikidata.org/entity/Q122446585,Arena Club,
http://www.wikidata.org/entity/Q122446617,Arthur Walsh's Residence,
http://www.wikidata.org/entity/Q122446728,Arête Laboratories,
http://www.wikidata.org/entity/Q122446954,Asgardian Catacombs,
http://www.wikidata.org/entity/Q122447284,Asgardian Theater,
http://www.wikidata.org/entity/Q122447921,ATCU Storage Facility,
http://www.wikidata.org/entity/Q122448329,ATF Field Office,
http://www.wikidata.org/entity/Q122448832,Atlas Academy,
http://www.wikidata.org/entity/Q122449186,Attilan Mines,
http://www.wikidata.org/entity/Q122449359,Audrey Eastman's Secret Warehouse,
http://www.wikidata.org/entity/Q122449554,Auerbach Theatrical Agency,
http://www.wikidata.org/entity/Q122449889,Avengers Compound,
http://www.wikidata.org/entity/Q122450339,Axia,
http://www.wikidata.org/entity/Q122538749,Bailey's Auction House,
http://www.wikidata.org/entity/Q122538792,Baltimore Police Station,
http://www.wikidata.org/entity/Q122538968,Barbershop Headquarters,
http://www.wikidata.org/entity/Q122539367,Barnes Residence,
http://www.wikidata.org/entity/Q122539662,Bart's Apartment,
http://www.wikidata.org/entity/Q122539900,Bashenga's Courtyard,
http://www.wikidata.org/entity/Q122540160,Batesville,
http://www.wikidata.org/entity/Q122541010,Battle of New York Memorial,
http://www.wikidata.org/entity/Q122545985,Bay Ridge Rail Yard,
http://www.wikidata.org/entity/Q122546363,Bayard Community Center,
http://www.wikidata.org/entity/Q122546604,Bayou Brothers Truck Stop,
http://www.wikidata.org/entity/Q122547067,Ben Urich's Apartment,
http://www.wikidata.org/entity/Q122547467,Benjamin Poindexter's Apartment,
http://www.wikidata.org/entity/Q122547522,Berhert,
http://www.wikidata.org/entity/Q122547875,Berlin Correctional Facility,
http://www.wikidata.org/entity/Q122548157,Bess Mahoney's Apartment,
http://www.wikidata.org/entity/Q122548393,Beth Quinn's Apartment,
http://www.wikidata.org/entity/Q122548897,Birch Psychiatric Hospital,
http://www.wikidata.org/entity/Q122549162,Birthing Chamber,
http://www.wikidata.org/entity/Q122549392,Bishop Family Cemetery,
http://www.wikidata.org/entity/Q122549671,Bishop Residence,
http://www.wikidata.org/entity/Q122549915,Bishop Security Headquarters,
http://www.wikidata.org/entity/Q122550173,Black Box,
http://www.wikidata.org/entity/Q122550353,Black Raven Tavern,
http://www.wikidata.org/entity/Q122550568,Blake Tower's Office,
http://www.wikidata.org/entity/Q122550804,Blaskowski Residence,
http://www.wikidata.org/entity/Q122551062,Bloodstone Manor,
http://www.wikidata.org/entity/Q122551258,Bloom Estate Winery,
http://www.wikidata.org/entity/Q122553593,Blue Raven Ridge,
http://www.wikidata.org/entity/Q122553922,BLVD Bistro,
http://www.wikidata.org/entity/Q122554222,Bob's Market,
http://www.wikidata.org/entity/Q122554541,Bombay Spice,
http://www.wikidata.org/entity/Q122554823,Boot of Jemiah,
http://www.wikidata.org/entity/Q122555186,Border Village,
http://www.wikidata.org/entity/Q122555483,Bowen Residence,
http://www.wikidata.org/entity/Q122555777,Bradley Residence,
http://www.wikidata.org/entity/Q122556051,Brass Monkey Saloon,
http://www.wikidata.org/entity/Q122556185,Brasserie,
http://www.wikidata.org/entity/Q122556482,Bridge Donuts,
http://www.wikidata.org/entity/Q122556693,Brigid O'Reilly's Apartment,
http://www.wikidata.org/entity/Q122557129,Broadway Restaurant,
http://www.wikidata.org/entity/Q122557434,Broker's Shop,
http://www.wikidata.org/entity/Q122557645,Bronwyn University,
http://www.wikidata.org/entity/Q122557843,Brookemont Elementary School,
http://www.wikidata.org/entity/Q122558050,Brooklyn Karate Academy,
http://www.wikidata.org/entity/Q122558414,Bruce Banner's House,
http://www.wikidata.org/entity/Q122558644,Bruce Banner's Island,
http://www.wikidata.org/entity/Q122558878,Bruce's Bar,
http://www.wikidata.org/entity/Q122559107,Bruno Carrelli's Apartment,
http://www.wikidata.org/entity/Q122559380,Brynmore Psychiatric Facility,
http://www.wikidata.org/entity/Q122559647,Buccaneer Bay,
http://www.wikidata.org/entity/Q122560048,Buck's,
http://www.wikidata.org/entity/Q122560300,Bucky Barnes' Apartment,
http://www.wikidata.org/entity/Q122560502,Bud Schultz's House,
http://www.wikidata.org/entity/Q122560911,Buildwell Wood Shop,
http://www.wikidata.org/entity/Q122561282,Burkov Mining Facility,
http://www.wikidata.org/entity/Q122561581,Burren Club,
http://www.wikidata.org/entity/Q122643402,Good Rest Motel,
http://www.wikidata.org/entity/Q122643416,Goodman University,
http://www.wikidata.org/entity/Q122643445,Gordon Hotel,
http://www.wikidata.org/entity/Q122643464,Gorilla City,
http://www.wikidata.org/entity/Q122643488,Gothic Renaissance,
http://www.wikidata.org/entity/Q122643507,Government Storage Warehouse,
http://www.wikidata.org/entity/Q122643537,Gower Car Wash,
http://www.wikidata.org/entity/Q122643566,Grace's House,
http://www.wikidata.org/entity/Q122643583,Graciela Aguirre's Residence,
http://www.wikidata.org/entity/Q122643603,Grand Arena,
http://www.wikidata.org/entity/Q122643632,Grand Cayman Royal Bank,
http://www.wikidata.org/entity/Q122643675,Grandmaster Palace,
http://www.wikidata.org/entity/Q122643715,Graniteville Diner,
http://www.wikidata.org/entity/Q122643732,Grant Ward's HYDRA Warehouse,
http://www.wikidata.org/entity/Q122643747,Grass Jelly Dimension,
http://www.wikidata.org/entity/Q122648445,GRC New York Headquarters,
http://www.wikidata.org/entity/Q122648463,Great Mound,
http://www.wikidata.org/entity/Q122648494,Green-Wood Cemetery,
http://www.wikidata.org/entity/Q122648509,Greenleaf Veterinary,
http://www.wikidata.org/entity/Q122648530,Greenwich University,
http://www.wikidata.org/entity/Q122648547,"Greg Pressfield, ESQ. Law Office",
http://www.wikidata.org/entity/Q122648565,Gregory Sallinger's Apartment,
http://www.wikidata.org/entity/Q122648596,Grills' Apartment,
http://www.wikidata.org/entity/Q122648622,GrubMates,
http://www.wikidata.org/entity/Q122648635,Grundar,
http://www.wikidata.org/entity/Q122648653,GT Agrochemical Facility,
http://www.wikidata.org/entity/Q122648693,GT Agrochemical Office,
http://www.wikidata.org/entity/Q122648746,Guest House,
http://www.wikidata.org/entity/Q122648825,Gunner Henderson's Homestead,
http://www.wikidata.org/entity/Q122649358,Gwen's,
http://www.wikidata.org/entity/Q122652355,Hala,
http://www.wikidata.org/entity/Q122652428,Halfway House Cafe,
http://www.wikidata.org/entity/Q122652538,Hand Compound,
http://www.wikidata.org/entity/Q122652580,Hand's Anzhou Laboratory,
http://www.wikidata.org/entity/Q122652633,Hand's Brooklyn Warehouse,
http://www.wikidata.org/entity/Q122652681,Hannah Hutchins' House,
http://www.wikidata.org/entity/Q122652737,Happy Cleaners,
http://www.wikidata.org/entity/Q122652959,Happy Haus,
http://www.wikidata.org/entity/Q122653001,Happy Hogan's Condominium,
http://www.wikidata.org/entity/Q122653053,Harbor Arms,
http://www.wikidata.org/entity/Q122653112,Harlem Jets Practice Field,
http://www.wikidata.org/entity/Q122653164,Harlem Women's Clinic,
http://www.wikidata.org/entity/Q122653221,Harlem's Paradise,
http://www.wikidata.org/entity/Q122653289,Harold Meachum's Penthouse,
http://www.wikidata.org/entity/Q122653520,Hasan's House,
http://www.wikidata.org/entity/Q122653853,Hattley Residence,
http://www.wikidata.org/entity/Q122654153,Hauser's Bakery,
http://www.wikidata.org/entity/Q122654430,Haven Hills,
http://www.wikidata.org/entity/Q122654483,Havenworth Federal Penitentiary,
http://www.wikidata.org/entity/Q122654560,Hell's Harbor,
http://www.wikidata.org/entity/Q122654766,Helmut Zemo's Garage,
http://www.wikidata.org/entity/Q122654858,Helmut Zemo's Latvian Residence,
http://www.wikidata.org/entity/Q122654921,Henson Residence,
http://www.wikidata.org/entity/Q122654967,Herman's Hearty Slice,
http://www.wikidata.org/entity/Q122655021,Hess Residence,
http://www.wikidata.org/entity/Q122680258,Red Dagger,male
http://www.wikidata.org/entity/Q123399026,Dro'ge,
http://www.wikidata.org/entity/Q123507539,America Chavez,female
http://www.wikidata.org/entity/Q125179103,Reed Richards,male
http://www.wikidata.org/entity/Q126066680,Echo,female
http://www.wikidata.org/entity/Q129084731,Blake Tower,male
http://www.wikidata.org/entity/Q129084796,Bullseye,male
http://www.wikidata.org/entity/Q129086434,Stick,male
http://www.wikidata.org/entity/Q129144133,Elektra,female
http://www.wikidata.org/entity/Q129144472,Ben Urich,male
http://www.wikidata.org/entity/Q129151322,Owl,male
http://www.wikidata.org/entity/Q129165717,Mary Walker,female
http://www.wikidata.org/entity/Q129167228,Melvin Potter,male
http://www.wikidata.org/entity/Q129167244,Buck Cashman,male
http://www.wikidata.org/entity/Q129167260,Foggy Nelson,male
http://www.wikidata.org/entity/Q129167274,Karen Page,female
http://www.wikidata.org/entity/Q129167317,Heather Glenn,female
http://www.wikidata.org/entity/Q129167340,BB Urich,female
http://www.wikidata.org/entity/Q129167347,Vanessa Fisk,female
http://www.wikidata.org/entity/Q129168851,Yusuf Khan,male
http://www.wikidata.org/entity/Q129175900,James Wesley,male
http://www.wikidata.org/entity/Q129175907,Maggie Grace,female
http://www.wikidata.org/entity/Q129175910,Ray Nadeem,male
http://www.wikidata.org/entity/Q129514009,Arishem the Judge,male
http://www.wikidata.org/entity/Q131448287,Agatha Harkness,female
http://www.wikidata.org/entity/Q133697747,Sue Storm,female
http://www.wikidata.org/entity/Q133697756,Johnny Storm,male
http://www.wikidata.org/entity/Q133697772,Ben Grimm,male
http://www.wikidata.org/entity/Q133806334,Joaquín Torres,male
http://www.wikidata.org/entity/Q133857993,Galactus,male
http://www.wikidata.org/entity/Q133858017,Silver Surfer,female
http://www.wikidata.org/entity/Q135185215,Death,female
http://www.wikidata.org/entity/Q136236068,rune king thor,
http://www.wikidata.org/entity/Q137425443,Simon Williams,
http://www.wikidata.org/entity/Q138819961,Kirsten McDuffie,female
http://www.wikidata.org/entity/Q139559722,Hulkbuster armor,
http://www.wikidata.org/entity/Q139846964,Jennifer Kale,female
http://www.wikidata.org/entity/Q139847093,Wiccan,male
http://www.wikidata.org/entity/Q139850347,Lilia Calderu,female
http://www.wikidata.org/entity/Q139850358,Vertigo,female
http://www.wikidata.org/entity/Q122617735,Decommissioned CDC Facility,
http://www.wikidata.org/entity/Q122617755,Defense Logistics Building,
http://www.wikidata.org/entity/Q122617774,Deke Shaw's Company's Office,
http://www.wikidata.org/entity/Q122617799,Delaney Hall,
http://www.wikidata.org/entity/Q122617835,Delmar's Deli-Grocery,
http://www.wikidata.org/entity/Q122617920,Denton Residence,
http://www.wikidata.org/entity/Q122617946,Devil's Anus,
http://www.wikidata.org/entity/Q122617956,Diamond Head Crater,
http://www.wikidata.org/entity/Q122618128,Diamondback's Warehouse Hideout,
http://www.wikidata.org/entity/Q122618160,Dinah Madani's Apartment,
http://www.wikidata.org/entity/Q122618188,Disciples of Ammit's London Base,
http://www.wikidata.org/entity/Q122618210,Distant Star Facility,
http://www.wikidata.org/entity/Q122618229,District 27 West Side Station,
http://www.wikidata.org/entity/Q122618253,Dogs of Hell's Club,
http://www.wikidata.org/entity/Q122618281,Dolores Miller's Apartment,
http://www.wikidata.org/entity/Q122618303,Donatello's,
http://www.wikidata.org/entity/Q122618365,Dontrell Hamilton's Apartment,
http://www.wikidata.org/entity/Q122618404,Dorothy Walker's Apartment,
http://www.wikidata.org/entity/Q122618425,Dreykov's Budapest Office,
http://www.wikidata.org/entity/Q122618440,Drez-Lar,
http://www.wikidata.org/entity/Q122618461,Drone Command Center,
http://www.wikidata.org/entity/Q122618473,Druig's Compound,
http://www.wikidata.org/entity/Q122618496,Duke's Pool Hall,
http://www.wikidata.org/entity/Q122618536,Duncan + Dotter Design Office,
http://www.wikidata.org/entity/Q122618570,Duquesne Brownstone,
http://www.wikidata.org/entity/Q122619146,E-Z Slow Salvage Tow Yard,
http://www.wikidata.org/entity/Q122619365,Easik,
http://www.wikidata.org/entity/Q122619774,East Brook Building,
http://www.wikidata.org/entity/Q122619800,Easterling Farms,
http://www.wikidata.org/entity/Q122619854,Eastern Regional Detention Center,
http://www.wikidata.org/entity/Q122619876,Eastman Residence,
http://www.wikidata.org/entity/Q122619905,Ecorse Hope Hospital,
http://www.wikidata.org/entity/Q122619937,Eddie's Memorabilia,
http://www.wikidata.org/entity/Q122620096,Eden Towers,
http://www.wikidata.org/entity/Q122620335,Edgecombe Funeral House,
http://www.wikidata.org/entity/Q122620721,Ego,
http://www.wikidata.org/entity/Q122621143,Ego,
http://www.wikidata.org/entity/Q122621621,El Monte Junk and Salvage,
http://www.wikidata.org/entity/Q122621921,Elektra Natchios' Penthouse,
http://www.wikidata.org/entity/Q122622156,Elena Cardenas' Apartment,
http://www.wikidata.org/entity/Q122622336,Ellison Residence,
http://www.wikidata.org/entity/Q122622628,Endotex Labs,
http://www.wikidata.org/entity/Q122622842,Enoch's House,
http://www.wikidata.org/entity/Q122623135,Eric's Growhouse,
http://www.wikidata.org/entity/Q122623855,Erik Gelden's Apartment,
http://www.wikidata.org/entity/Q122624138,Essex Tower Hotel,
http://www.wikidata.org/entity/Q122624319,Esther Falb's Residence,
http://www.wikidata.org/entity/Q122624341,Eternity's Realm,
http://www.wikidata.org/entity/Q122624361,Everett Ross' House,
http://www.wikidata.org/entity/Q122624408,Evolutionary Chamber,
http://www.wikidata.org/entity/Q122624675,F.E.A.S.T. Community Center,
http://www.wikidata.org/entity/Q122624691,Fagan Corners,
http://www.wikidata.org/entity/Q122624715,Farm,
http://www.wikidata.org/entity/Q122624798,Farmers & Merchants Bank,
http://www.wikidata.org/entity/Q122624823,Fat Man Auto Repair,
http://www.wikidata.org/entity/Q122624862,Fault,
http://www.wikidata.org/entity/Q122624891,Feldman Electronics,
http://www.wikidata.org/entity/Q122624926,Finley's,
http://www.wikidata.org/entity/Q122624946,Fisk Residence,
http://www.wikidata.org/entity/Q122624968,Flag Smashers Hideout,
http://www.wikidata.org/entity/Q122624986,Flowering Incense Dimension,
http://www.wikidata.org/entity/Q122624996,Flying Rocket Diner,
http://www.wikidata.org/entity/Q122625003,Fogwell's Gym,
http://www.wikidata.org/entity/Q122625030,Fort Bryon,
http://www.wikidata.org/entity/Q122625056,Fragment 616,
http://www.wikidata.org/entity/Q122625068,Frank Castle's Apartment,
http://www.wikidata.org/entity/Q122625086,Frank Choi's Furniture,
http://www.wikidata.org/entity/Q122625106,Frankie's Famous 24-Hour Pawnshop,
http://www.wikidata.org/entity/Q122625179,Franklin D. Roosevelt High School,
http://www.wikidata.org/entity/Q122625349,Franklin Deli Market,
http://www.wikidata.org/entity/Q122625529,Fred 62,
http://www.wikidata.org/entity/Q122625738,Freyer National Park,
http://www.wikidata.org/entity/Q122625751,Fridge,
http://www.wikidata.org/entity/Q122625766,Frolic Room Bar,
http://www.wikidata.org/entity/Q122625775,Fun Arcade Games,
http://www.wikidata.org/entity/Q122642624,Gabriel Soto's Mansion,
http://www.wikidata.org/entity/Q122642655,Galactic Frontier,
http://www.wikidata.org/entity/Q122642680,Gangalor,
http://www.wikidata.org/entity/Q122642715,Gap Junction,
http://www.wikidata.org/entity/Q122642735,Planet 0259-S,
http://www.wikidata.org/entity/Q122642764,Gasel Bank,
http://www.wikidata.org/entity/Q122642792,Gates of Eternity,
http://www.wikidata.org/entity/Q122642814,Gates of Osiris,
http://www.wikidata.org/entity/Q122642843,Genghis Connie's,
http://www.wikidata.org/entity/Q122642879,Genghis Connie's Too,
http://www.wikidata.org/entity/Q122642942,Geosciences Research Center,
http://www.wikidata.org/entity/Q122642963,Ghost's Hideout,
http://www.wikidata.org/entity/Q122642983,Gibborim,
http://www.wikidata.org/entity/Q122643003,Gideon Malick's Penthouse,
http://www.wikidata.org/entity/Q122643041,Gilgamesh's House,
http://www.wikidata.org/entity/Q122643059,Ginny's Supper Club,
http://www.wikidata.org/entity/Q122643156,Glitter Gutter Club,
http://www.wikidata.org/entity/Q122643178,GLK&H Los Angeles Office,
http://www.wikidata.org/entity/Q122643205,Godthab Omega,
http://www.wikidata.org/entity/Q122643237,Goldbrix Tavern,
http://www.wikidata.org/entity/Q122643265,Golden City,
http://www.wikidata.org/entity/Q122643306,Golden Daggers Club,
http://www.wikidata.org/entity/Q122643330,Golden Sands,
http://www.wikidata.org/entity/Q122643352,Golden Tigers' Hideout,
http://www.wikidata.org/entity/Q122643371,Golden Tigers' Nightclub,
http://www.wikidata.org/entity/Q24050097,Nebula,female
http://www.wikidata.org/entity/Q24050108,Mantis,female
